JSONB 구조 ID,테이블명,컬럼명,스키마 버전,JSON 경로,부모 경로,키 이름,데이터 타입,필수 여부,NULL 허용 여부,배열 여부,배열 항목 타입,허용 코드 그룹,설명,값 형식,비식별 예시 값,민감정보 여부,금지 정보,보존 정책,하위 호환성 규칙,객체 상태,최초 도입 버전,최종 변경 Jira,비고
JSON_ONBOARDING_EXTRACTION_V1,onboarding_answer,extraction_jsonb,1,$.schemaVersion,$,schemaVersion,integer,Y,N,N,N/A,N/A,구조 버전,integer,1,N,전체 대화·프롬프트·모델 응답·원본 음성·인증정보·생체정보·원시 센서 금지,확인 완료 또는 만료까지 단기,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_ONBOARDING_TARGET_REFS_V1,onboarding_answer,target_refs,1,$.items[],$,items,array<object>,Y,N,Y,object,N/A,최종 반영 대상 참조 목록,array<object>,축약 예시 참조,Y,전체 대화·프롬프트·모델 응답·원본 음성·인증정보·생체정보·원시 센서 금지,온보딩 원장 정책,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_ONBOARDING_TARGET_REFS_V1,onboarding_answer,target_refs,1,$.items[].fieldNames[],$.items[],fieldNames,array<string>,N,N,Y,string,N/A,APP_USER에서 변경한 허용 필드명,array<string>,preferred_name,간접,전체 대화·프롬프트·모델 응답·원본 음성·인증정보·생체정보·원시 센서 금지,온보딩 원장 정책,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_ONBOARDING_TARGET_REFS_V1,onboarding_answer,target_refs,1,$.items[].targetId,$.items[],targetId,uuid string,Y,N,N,N/A,N/A,반영된 app_user/memory/care_record ID,uuid string,00000000-0000-4000-8000-000000000301,간접,전체 대화·프롬프트·모델 응답·원본 음성·인증정보·생체정보·원시 센서 금지,온보딩 원장 정책,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_ONBOARDING_TARGET_REFS_V1,onboarding_answer,target_refs,1,$.items[].targetType,$.items[],targetType,enum string,Y,N,N,N/A,CODE_ONBOARDING_TARGET_TYPE,반영된 최종 도메인,enum string,MEMORY,Y,전체 대화·프롬프트·모델 응답·원본 음성·인증정보·생체정보·원시 센서 금지,온보딩 원장 정책,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_ONBOARDING_TARGET_REFS_V1,onboarding_answer,target_refs,1,$.schemaVersion,$,schemaVersion,integer,Y,N,N,N/A,N/A,구조 버전,integer,1,N,전체 대화·프롬프트·모델 응답·원본 음성·인증정보·생체정보·원시 센서 금지,온보딩 원장 정책,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_RELATIONSHIP_PERMISSIONS_V1,care_relationship,permissions,1,$.manageMedication,$,manageMedication,boolean,Y,N,N,N/A,N/A,복약 관리 권한,boolean,true,N,인증정보·생체정보·원시 센서·전체 요청/응답 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_RELATIONSHIP_PERMISSIONS_V1,care_relationship,permissions,1,$.manageRelationships,$,manageRelationships,boolean,Y,N,N,N/A,N/A,보호 관계 관리 권한; 활성 PRIMARY만 true,boolean,false,N,인증정보·생체정보·원시 센서·전체 요청/응답 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_RELATIONSHIP_PERMISSIONS_V1,care_relationship,permissions,1,$.manageSchedule,$,manageSchedule,boolean,Y,N,N,N/A,N/A,일정 관리 권한,boolean,true,N,인증정보·생체정보·원시 센서·전체 요청/응답 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_RELATIONSHIP_PERMISSIONS_V1,care_relationship,permissions,1,$.manageSeniorProfile,$,manageSeniorProfile,boolean,Y,N,N,N/A,N/A,어르신 프로필 관리 권한,boolean,false,N,인증정보·생체정보·원시 센서·전체 요청/응답 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_RELATIONSHIP_PERMISSIONS_V1,care_relationship,permissions,1,$.receiveEmergencyAlert,$,receiveEmergencyAlert,boolean,Y,N,N,N/A,N/A,긴급 알림 수신 권한,boolean,true,N,인증정보·생체정보·원시 센서·전체 요청/응답 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_RELATIONSHIP_PERMISSIONS_V1,care_relationship,permissions,1,$.schemaVersion,$,schemaVersion,integer,Y,N,N,N/A,N/A,구조 버전,integer,1,N,인증정보·생체정보·원시 센서·전체 요청/응답 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_RELATIONSHIP_PERMISSIONS_V1,care_relationship,permissions,1,$.verifyMemory,$,verifyMemory,boolean,Y,N,N,N/A,N/A,기억 검증 권한,boolean,false,N,인증정보·생체정보·원시 센서·전체 요청/응답 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_RELATIONSHIP_PERMISSIONS_V1,care_relationship,permissions,1,$.viewDashboard,$,viewDashboard,boolean,Y,N,N,N/A,N/A,대시보드 조회 권한,boolean,true,N,인증정보·생체정보·원시 센서·전체 요청/응답 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_SCENARIO_TIMELINE_V1,scenario,timeline,1,$.events[],$,events,array<object>,Y,N,Y,object,N/A,주요 상태 변화만 담는 작은 이벤트 목록,array<object>,축약 예시 참조,Y,인증정보·생체정보·원시 센서·전체 요청/응답 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_SCENARIO_TIMELINE_V1,scenario,timeline,1,$.events[].commandId,$.events[],commandId,opaque string(64),N,N,N,N/A,N/A,Robot 명령 ID,opaque string(64),01K0COMMAND00000000000000,간접,인증정보·생체정보·원시 센서·전체 요청/응답 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_SCENARIO_TIMELINE_V1,scenario,timeline,1,$.events[].eventId,$.events[],eventId,opaque string(64),Y,N,N,N/A,N/A,타임라인 이벤트 멱등 ID,opaque string(64),01K0EXAMPLE000000000000000,간접,인증정보·생체정보·원시 센서·전체 요청/응답 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_SCENARIO_TIMELINE_V1,scenario,timeline,1,$.events[].occurredAt,$.events[],occurredAt,ISO-8601 string,Y,N,N,N/A,N/A,단계 발생 시각,ISO-8601 string,46037,N,인증정보·생체정보·원시 센서·전체 요청/응답 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_SCENARIO_TIMELINE_V1,scenario,timeline,1,$.events[].reasonCode,$.events[],reasonCode,enum string,N,N,N,N/A,N/A,실패·안전 정지 사유 코드,enum string,OBSTACLE_STATE_UNCERTAIN,N,인증정보·생체정보·원시 센서·전체 요청/응답 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_SCENARIO_TIMELINE_V1,scenario,timeline,1,$.events[].requestId,$.events[],requestId,opaque string(64),N,N,N,N/A,N/A,AI 작업 요청 ID,opaque string(64),01K0REQUEST00000000000000,간접,인증정보·생체정보·원시 센서·전체 요청/응답 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_SCENARIO_TIMELINE_V1,scenario,timeline,1,$.events[].status,$.events[],status,enum string,Y,N,N,N/A,N/A,해당 단계 상태,enum string,SUCCEEDED,N,인증정보·생체정보·원시 센서·전체 요청/응답 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_SCENARIO_TIMELINE_V1,scenario,timeline,1,$.events[].type,$.events[],type,enum string,Y,N,N,N/A,N/A,업무 단계 유형,enum string,NAVIGATION,N,인증정보·생체정보·원시 센서·전체 요청/응답 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_SCENARIO_TIMELINE_V1,scenario,timeline,1,$.schemaVersion,$,schemaVersion,integer,Y,N,N,N/A,N/A,구조 버전,integer,1,N,인증정보·생체정보·원시 센서·전체 요청/응답 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
